num_container;tipo;teu;ref_bl;supplier;etd;eta;modal;status;frete;frete_total_cont;frete_cont_por_teu;valor_pi;valor_pi_total_cont;pct_processo_no_cont;pct_frete_pi
TRHU2217071;40';2,0;CMI25000640;Everich;2026-12-01;;FCL;Desembaraço;70,36;309,09000000000003;154,54500000000002;6634,8;29146,019999999997;0,22763596363518715;0,010604690420208597
TRHU2217071;40';2,0;CMI25000640;Everich;2026-12-01;;FCL;Desembaraço;230,93;309,09000000000003;154,54500000000002;21775,92;29146,019999999997;0,7471286680254942;0,010604833228630525
TRHU2217071;40';2,0;CMI25000640;Everich;2026-12-01;;FCL;Desembaraço;7,8;309,09000000000003;154,54500000000002;735,3;29146,019999999997;0,02523536833931864;0,010607915136678907
TRHU2737893;20';1,0;CMI26000652;Lanrun;2026-12-02;;FCL;Em Trânsito;1250,0;3785,11;3785,11;78940,0;182864,58000000002;0,33024139324880913;0,01583481124904991
TRHU2737893;20';1,0;CMI26000652;Lanrun;2026-12-02;;FCL;Em Trânsito;41,58;3785,11;3785,11;2624,0;182864,58000000002;0,010985149705028386;0,015846036585365854
TRHU2737893;20';1,0;CMI26000655;Everich;2026-05-02;2026-09-04;FCL;Em Trânsito;589,31;3785,11;3785,11;41563,5;182864,58000000002;0,15569164436436456;0,014178546080094312
TRHU2737893;20';1,0;CMI26000655;Everich;2026-05-02;2026-09-04;FCL;Em Trânsito;659,22;3785,11;3785,11;46494,08;182864,58000000002;0,17416138500598397;0,01417857929439619
TRHU2737893;20';1,0;IMFOR00033/26;AT Express;;2026-01-03;FCL;Desembaraço;1245,0;3785,11;3785,11;13243,0;182864,58000000002;0,3289204276758139;0,09401193083138262
TRHU2795765;20';1,0;CMI26000660;Everich;2026-06-03;2026-12-04;FCL;Booking;996,13;3212,79;3212,79;62582,99999999999;75786,5;0,31005138835715995;0,01591694230062477
TRHU2795765;20';1,0;CMI26000660;Everich;2026-06-03;2026-12-04;FCL;Booking;118,16;3212,79;3212,79;7423,500000000001;75786,5;0,0367780029195808;0,015917020273455915
TRHU2795765;20';1,0;WMFIA261430;Newcom;2026-03-02;2026-05-02;Aéreo;Entregue;2098,5;3212,79;3212,79;5780,0;75786,5;0,6531706087232593;0,3630622837370242
TRHU3253031;20';1,0;CMI26000652;Lanrun;2026-12-02;;FCL;Em Trânsito;1208,42;3123,6;3123,6;76260,0;172831,5;0,38686771673709824;0,0158460529766588
TRHU3253031;20';1,0;WMFIM261414;Yushi HongKong;2026-12-02;;FCL;Em Trânsito;483,52;3123,6;3123,6;23731,5;172831,5;0,1547957484953259;0,02037460758906938
TRHU3253031;20';1,0;WMFIM261414;Yushi HongKong;2026-12-02;;FCL;Em Trânsito;1016,48;3123,6;3123,6;49890,0;172831,5;0,32541938788577285;0,020374423732210864
TRHU3253031;20';1,0;WMFIM261433;Yushi HongKong;2026-02-03;2026-03-04;FCL;Booking;415,18;3123,6;3123,6;22950,0;172831,5;0,13291714688180306;0,018090631808278867
TRHU4684531;40';2,0;IMFOR00369/24;YNS;2025-09-01;2025-05-02;nan;Entregue;1182,1;2930,6000000000004;1465,3000000000002;19240,0;49714,2;0,40336449873745983;0,06143970893970894
TRHU4684531;40';2,0;IMFOR00369/24;YNS;2025-09-01;2025-06-02;nan;Entregue;1245,64;2930,6000000000004;1465,3000000000002;20274,2;49714,2;0,42504606565208486;0,06143966223081552
TRHU4684531;40';2,0;WMFIM240610;Parisun;;2025-03-02;nan;Entregue;502,86;2930,6000000000004;1465,3000000000002;10200,0;49714,2;0,17158943561045517;0,049300000000000004
TRHU5098412;20';1,0;IMFOR00028/26;AT Express;;;FCL;Desembaraço;1245,0;1245,0;1245,0;13243,0;13243,0;1,0;0,09401193083138262
TRHU5130808;40';2,0;CMI25000633;Everich;;2026-12-02;FCL;Entregue;1073,66;3673,66;1836,83;106695,6;260725,80000000002;0,29225894611912917;0,010062832956560533
TRHU5130808;40';2,0;WMFIM251321;Yushi HongKong;2026-08-01;2026-06-02;FCL;Entregue;224,7;3673,66;1836,83;15820,0;260725,80000000002;0,06116515954116603;0,014203539823008848
TRHU5130808;40';2,0;WMFIM251321;Yushi HongKong;2026-08-01;2026-06-02;FCL;Entregue;1075,3;3673,66;1836,83;75034,8;260725,80000000002;0,2927053673992694;0,014330683896005586
TRHU5130808;40';2,0;WMFIM251321;Yushi HongKong;2026-08-01;2026-06-02;FCL;Entregue;1300,0;3673,66;1836,83;63175,4;260725,80000000002;0,3538705269404354;0,020577629900245982
TRHU6159230;40';2,0;CMI25000527;Everich;;2025-04-08;FCL;Entregue;141,05;785,9100000000001;392,95500000000004;2411,95;13438,75;0,17947347660673613;0,05847965339248327
TRHU6159230;40';2,0;CMI25000527;Everich;;2025-04-08;FCL;Entregue;644,86;785,9100000000001;392,95500000000004;11026,8;13438,75;0,8205265233932638;0,05848115500417166
TRHU6279418;40';2,0;CMI25000448;Everich;;;nan;Entregue;5671,22;15263,5;7631,75;82606,8;172351,6;0,3715543617125823;0,06865318593626675
TRHU6279418;40';2,0;CMI25000450;Lanrun;;;nan;Entregue;670,97;15263,5;7631,75;10744,8;172351,6;0,043959118157696465;0,06244602040056586
TRHU6279418;40';2,0;CMI25000452;Newcom;;;nan;Entregue;151,31;15263,5;7631,75;3800,0;172351,6;0,009913191600877912;0,03981842105263158
TRHU6279418;40';2,0;IMFOR00362/24;Parisun;;;nan;Entregue;4350,0;15263,5;7631,75;59800,0;172351,6;0,2849936122121401;0,07274247491638795
TRHU6279418;40';2,0;IMFOR00366/24;Parisun;;;nan;Entregue;4420,0;15263,5;7631,75;15400,000000000002;172351,6;0,28957971631670326;0,287012987012987
TRHU7350753;40';2,0;GOC24028-2;Everich;2024-10-10;;nan;Entregue;;7912,33;3956,165;63456,100000000006;321013,38;;
TRHU7350753;40';2,0;GOC24052-2;YNS;2024-06-10;;nan;Entregue;;7912,33;3956,165;65626,76000000001;321013,38;;
TRHU7350753;40';2,0;GOC24053-1;Parisun;2024-10-10;;nan;Entregue;;7912,33;3956,165;79529,32;321013,38;;
TRHU7350753;40';2,0;GOC24066-3;YNS;2024-06-10;;nan;Entregue;;7912,33;3956,165;11934,0;321013,38;;
TRHU7350753;40';2,0;GOC24070-1;Lanrun;;;FCL;Entregue;7912,33;7912,33;3956,165;100467,2;321013,38;1,0;0,0787553549815263
TRHU7700828;20';1,0;CMI25000453;Everich;;2025-01-03;nan;Entregue;3579,97;14350,3;14350,3;64435,2;235883,28;0,2494700459223849;0,05555922849622567
TRHU7700828;20';1,0;CMI25000453;Everich;;2025-01-03;nan;Entregue;1590,1;14350,3;14350,3;28620,0;235883,28;0,11080604586663693;0,05555904961565339
TRHU7700828;20';1,0;CMI25000453;Everich;;2025-01-03;nan;Entregue;1671,54;14350,3;14350,3;30085,68;235883,28;0,1164811885465809;0,05555932257472658
TRHU7700828;20';1,0;CMI25000453;Everich;;2025-01-03;nan;Entregue;4023,73;14350,3;14350,3;72422,4;235883,28;0,28039344125209925;0,05555919163131849
TRHU7700828;20';1,0;IMFOR00006/25;Max Home;2025-04-02;;nan;Entregue;3484,96;14350,3;14350,3;40320,0;235883,28;0,242849278412298;0,08643253968253968
